"table_name","table_comment","column_name","is_primary_key","data_type","is_nullable","column_comment","ordinal_position"
"m_agency","卸マスター","seq","1","bigint",True,"連番",1
"m_agency","卸マスター","ag_cd","0","character varying(32)",False,"卸コード",2
"m_agency","卸マスター","st_nm","0","character varying(40)",False,"卸正式名称",3
"m_agency","卸マスター","rya_nm","0","character varying(10)",False,"卸表示名称",4
"m_agency","卸マスター","kana_nm","0","character varying(40)",False,"卸カナ名称",5
"m_agency","卸マスター","zip_cd","0","character varying(8)",False,"郵便番号",6
"m_agency","卸マスター","addr01","0","character varying(10)",False,"都道府県名",7
"m_agency","卸マスター","addr02","0","character varying(20)",False,"市区町村名",8
"m_agency","卸マスター","addr03","0","character varying(40)",False,"住所",9
"m_agency","卸マスター","tel","0","character varying(16)",False,"電話番号",10
"m_agency","卸マスター","fax","0","character varying(16)",False,"FAX番号",11
"m_agency","卸マスター","bill_flg","0","character varying(32)",False,"請求先コード",12
"m_agency","卸マスター","sales_send_flg","0","boolean",False,"請求先フラグ",13
"m_agency","卸マスター","jd_send_flg","0","boolean",False,"JD-NET送信フラグ",14
"m_agency","卸マスター","planet_send_flg","0","boolean",False,"PLANET送信フラグ",15
"m_agency","卸マスター","inv_format","0","character varying(7)",False,"JD-NET仕切書形式",16
"m_agency","卸マスター","gln_cd","0","character varying(10)",False,"GLN取引先コード",17
"m_agency","卸マスター","del_flg","0","boolean",False,"削除フラグ",18
"m_agency","卸マスター","udt_usr","0","character varying(50)",False,"更新ユーザー",19
"m_agency","卸マスター","udt_dt","0","timestamp(6) without time zone",False,"更新日時",20
"m_agency","卸マスター","input_id","0","bigint",False,"入力履歴ID",21
"m_agency_code_setting","コード変換設定マスター","seq","1","bigint",True,"連番",1
"m_agency_code_setting","コード変換設定マスター","agency_link_key","0","bigint",False,"親キー",2
"m_agency_code_setting","コード変換設定マスター","code_setting_type","0","character varying(10)",False,"コード変換種別",3
"m_agency_code_setting","コード変換設定マスター","start_index_1","0","integer",False,"開始位置１",4
"m_agency_code_setting","コード変換設定マスター","end_index_1","0","integer",False,"終了位置１",5
"m_agency_code_setting","コード変換設定マスター","start_index_2","0","integer",False,"開始位置２",6
"m_agency_code_setting","コード変換設定マスター","end_index_2","0","integer",False,"終了位置２",7
"m_agency_code_setting","コード変換設定マスター","start_index_3","0","integer",False,"開始位置３",8
"m_agency_code_setting","コード変換設定マスター","end_index_3","0","integer",False,"終了位置３",9
"m_agency_code_setting","コード変換設定マスター","start_index_4","0","integer",False,"開始位置４",10
"m_agency_code_setting","コード変換設定マスター","end_index_4","0","integer",False,"終了位置４",11
"m_agency_code_setting","コード変換設定マスター","start_index_5","0","integer",False,"開始位置５",12
"m_agency_code_setting","コード変換設定マスター","end_index_5","0","integer",False,"終了位置５",13
"m_agency_code_setting","コード変換設定マスター","udt_usr","0","character varying(50)",False,"更新者コード",14
"m_agency_code_setting","コード変換設定マスター","udt_dt","0","timestamp(6) without time zone",False,"更新日時",15
"m_agency_code_setting","コード変換設定マスター","input_id","0","bigint",False,"入力履歴ID",16
"m_agency_code_setting_hist","コード変換設定マスター_履歴","hist_id","1","bigint",True,"履歴ID",1
"m_agency_code_setting_hist","コード変換設定マスター_履歴","hist_kbn","0","integer",False,"履歴区分",2
"m_agency_code_setting_hist","コード変換設定マスター_履歴","seq","0","bigint",True,"連番",3
"m_agency_code_setting_hist","コード変換設定マスター_履歴","agency_link_key","0","bigint",False,"親キー",4
"m_agency_code_setting_hist","コード変換設定マスター_履歴","code_setting_type","0","character varying(10)",False,"コード変換種別",5
"m_agency_code_setting_hist","コード変換設定マスター_履歴","start_index_1","0","integer",False,"開始位置１",6
"m_agency_code_setting_hist","コード変換設定マスター_履歴","end_index_1","0","integer",False,"終了位置１",7
"m_agency_code_setting_hist","コード変換設定マスター_履歴","start_index_2","0","integer",False,"開始位置２",8
"m_agency_code_setting_hist","コード変換設定マスター_履歴","end_index_2","0","integer",False,"終了位置２",9
"m_agency_code_setting_hist","コード変換設定マスター_履歴","start_index_3","0","integer",False,"開始位置３",10
"m_agency_code_setting_hist","コード変換設定マスター_履歴","end_index_3","0","integer",False,"終了位置３",11
"m_agency_code_setting_hist","コード変換設定マスター_履歴","start_index_4","0","integer",False,"開始位置４",12
"m_agency_code_setting_hist","コード変換設定マスター_履歴","end_index_4","0","integer",False,"終了位置４",13
"m_agency_code_setting_hist","コード変換設定マスター_履歴","start_index_5","0","integer",False,"開始位置５",14
"m_agency_code_setting_hist","コード変換設定マスター_履歴","end_index_5","0","integer",False,"終了位置５",15
"m_agency_code_setting_hist","コード変換設定マスター_履歴","udt_usr","0","character varying(50)",False,"更新者コード",16
"m_agency_code_setting_hist","コード変換設定マスター_履歴","udt_dt","0","timestamp(6) without time zone",False,"更新日時",17
"m_agency_code_setting_hist","コード変換設定マスター_履歴","input_id","0","bigint",False,"入力履歴ID",18
"m_agency_company","卸マスター","ag_cd","1","character varying(32)",True,"卸コード",1
"m_agency_company","卸マスター","st_nm","0","character varying(40)",True,"正式名称",2
"m_agency_company","卸マスター","rya_nm","0","character varying(10)",True,"略称",3
"m_agency_company","卸マスター","ws_cd","0","character varying(3)",False,"JD-NET卸コード",4
"m_agency_company","卸マスター","ws_sub_cd","0","character varying(2)",False,"代理サブコード",5
"m_agency_company","卸マスター","ws_wholesale_cd","0","character varying(2)",False,"JD-NET卸サブコード(実消化)",6
"m_agency_company","卸マスター","ws_order_cd","0","character varying(2)",False,"JD-NET卸サブコード(受発注)",7
"m_agency_company","卸マスター","ws_sale_cd","0","character varying(2)",False,"JD-NET卸サブコード(仕切書)",8
"m_agency_company","卸マスター","ws_nhi_cd","0","character varying(3)",False,"NHI卸コード",9
"m_agency_company","卸マスター","ws_nhi_sub_cd","0","character varying(2)",False,"NHI卸サブコード",10
"m_agency_company","卸マスター","zip_cd","0","character varying(8)",False,"郵便番号",11
"m_agency_company","卸マスター","addr01","0","character varying(10)",False,"住所１",12
"m_agency_company","卸マスター","addr02","0","character varying(20)",False,"住所２",13
"m_agency_company","卸マスター","addr03","0","character varying(40)",False,"住所３",14
"m_agency_company","卸マスター","tel","0","character varying(16)",False,"電話番号",15
"m_agency_company","卸マスター","fax","0","character varying(16)",False,"FAX番号",16
"m_agency_company","卸マスター","ag_clm_cd","0","character varying(32)",False,"卸コード（請求）",17
"m_agency_company","卸マスター","bill_flg","0","boolean",True,"請求先ＦＬＧ",18
"m_agency_company","卸マスター","sales_send_flg","0","boolean",True,"仕切書送信ＦＬＧ",19
"m_agency_company","卸マスター","notes","0","character varying(100)",False,"備考",20
"m_agency_company","卸マスター","del_flg","0","boolean",True,"削除フラグ",21
"m_agency_company","卸マスター","reg_usr","0","character varying(16)",True,"登録者コード",22
"m_agency_company","卸マスター","reg_dt","0","timestamp without time zone",True,"登録日",23
"m_agency_company","卸マスター","upd_usr","0","character varying(16)",True,"更新者コード",24
"m_agency_company","卸マスター","upd_dt","0","timestamp without time zone",True,"更新日",25
"m_agency_company","卸マスター","jdorder_flg","0","boolean",True,"JD-NET受注フラグ",26
"m_agency_company","卸マスター","inv_format","0","character varying(7)",True,"仕切書形式",27
"m_agency_company","卸マスター","ar_tax_kb","0","integer",False,"売掛税区分",28
"m_agency_company","卸マスター","ar_tax_fraction_kb","0","integer",False,"売掛税端数区分",29
"m_agency_company","卸マスター","cutoff_date","0","integer",False,"締日区分",30
"m_agency_company","卸マスター","bill_print_kb","0","integer",False,"請求書印刷区分",31
"m_agency_company","卸マスター","payment_month","0","integer",False,"入金予定月区分",32
"m_agency_company","卸マスター","payment_day","0","integer",False,"入金予定日区分",33
"m_agency_company","卸マスター","payment_tax_fraction_kb","0","integer",False,"入金額端数区分",34
"m_agency_company","卸マスター","yobi_kb_1","0","integer",False,"予備区分１",35
"m_agency_company","卸マスター","yobi_kb_2","0","integer",False,"予備区分２",36
"m_agency_company","卸マスター","yobi_kb_3","0","integer",False,"予備区分３",37
"m_agency_company","卸マスター","yobi_kb_4","0","integer",False,"予備区分４",38
"m_agency_company","卸マスター","yobi_kb_5","0","integer",False,"予備区分５",39
"m_agency_company","卸マスター","yobi_1","0","character varying(100)",False,"予備１",40
"m_agency_company","卸マスター","yobi_2","0","character varying(100)",False,"予備２",41
"m_agency_company","卸マスター","yobi_3","0","character varying(100)",False,"予備３",42
"m_agency_company","卸マスター","yobi_4","0","character varying(100)",False,"予備４",43
"m_agency_company","卸マスター","yobi_5","0","character varying(100)",False,"予備５",44
"m_agency_company_bill","請求先卸マスター","ag_cd","1","character varying(32)",True,"卸コード",1
"m_agency_company_bill","請求先卸マスター","bill_kbn","1","integer",True,"請求先区分",2
"m_agency_company_bill","請求先卸マスター","bill_name_1","0","character varying(100)",True,"請求先名称１",3
"m_agency_company_bill","請求先卸マスター","bill_name_2","0","character varying(100)",True,"請求先名称２",4
"m_agency_company_bill","請求先卸マスター","bill_name_3","0","character varying(100)",True,"請求先名称３",5
"m_agency_company_bill","請求先卸マスター","bill_post_no","0","character varying(10)",True,"請求先郵便番号",6
"m_agency_company_bill","請求先卸マスター","bill_pref_name","0","character varying(20)",True,"請求先都道府県名",7
"m_agency_company_bill","請求先卸マスター","bill_city_name","0","character varying(50)",True,"請求先市区町村名",8
"m_agency_company_bill","請求先卸マスター","bill_adr","0","character varying(100)",True,"請求先番地建物名",9
"m_agency_company_bill","請求先卸マスター","bill_tel","0","character varying(50)",True,"請求先電話番号",10
"m_agency_company_bill","請求先卸マスター","bill_fax","0","character varying(50)",True,"請求先FAX番号",11
"m_agency_company_bill","請求先卸マスター","yobi_1","0","character varying(100)",True,"予備１",12
"m_agency_company_bill","請求先卸マスター","yobi_2","0","character varying(100)",True,"予備２",13
"m_agency_company_bill","請求先卸マスター","yobi_3","0","character varying(100)",True,"予備３",14
"m_agency_company_bill","請求先卸マスター","yobi_4","0","character varying(100)",True,"予備４",15
"m_agency_company_bill","請求先卸マスター","yobi_5","0","character varying(100)",True,"予備５",16
"m_agency_company_bill","請求先卸マスター","yobi_6","0","character varying(100)",True,"予備６",17
"m_agency_company_bill","請求先卸マスター","yobi_7","0","character varying(100)",True,"予備７",18
"m_agency_company_bill","請求先卸マスター","yobi_8","0","character varying(100)",True,"予備８",19
"m_agency_company_bill","請求先卸マスター","yobi_9","0","character varying(100)",True,"予備９",20
"m_agency_company_bill","請求先卸マスター","yobi_10","0","character varying(100)",True,"予備１０",21
"m_agency_company_bill_hist","請求先卸マスター_履歴","hist_id","1","bigint",True,"履歴ID",1
"m_agency_company_bill_hist","請求先卸マスター_履歴","hist_kbn","0","integer",True,"履歴区分",2
"m_agency_company_bill_hist","請求先卸マスター_履歴","ag_cd","0","character varying(32)",True,"卸コード",3
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_kbn","0","integer",True,"請求先区分",4
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_name_1","0","character varying(100)",True,"請求先名称１",5
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_name_2","0","character varying(100)",True,"請求先名称２",6
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_name_3","0","character varying(100)",True,"請求先名称３",7
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_post_no","0","character varying(10)",True,"請求先郵便番号",8
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_pref_name","0","character varying(20)",True,"請求先都道府県名",9
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_city_name","0","character varying(50)",True,"請求先市区町村名",10
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_adr","0","character varying(100)",True,"請求先番地建物名",11
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_tel","0","character varying(50)",True,"請求先電話番号",12
"m_agency_company_bill_hist","請求先卸マスター_履歴","bill_fax","0","character varying(50)",True,"請求先FAX番号",13
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_1","0","character varying(100)",True,"予備１",14
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_2","0","character varying(100)",True,"予備２",15
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_3","0","character varying(100)",True,"予備３",16
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_4","0","character varying(100)",True,"予備４",17
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_5","0","character varying(100)",True,"予備５",18
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_6","0","character varying(100)",True,"予備６",19
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_7","0","character varying(100)",True,"予備７",20
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_8","0","character varying(100)",True,"予備８",21
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_9","0","character varying(100)",True,"予備９",22
"m_agency_company_bill_hist","請求先卸マスター_履歴","yobi_10","0","character varying(100)",True,"予備１０",23
"m_agency_company_hist","卸マスター_履歴","hist_id","1","bigint",True,"履歴ID",1
"m_agency_company_hist","卸マスター_履歴","hist_kbn","0","integer",True,"履歴区分",2
"m_agency_company_hist","卸マスター_履歴","ag_cd","0","character varying(32)",True,"卸コード",3
"m_agency_company_hist","卸マスター_履歴","st_nm","0","character varying(40)",True,"正式名称",4
"m_agency_company_hist","卸マスター_履歴","rya_nm","0","character varying(10)",True,"略称",5
"m_agency_company_hist","卸マスター_履歴","ws_cd","0","character varying(3)",False,"JD-NET卸コード",6
"m_agency_company_hist","卸マスター_履歴","ws_sub_cd","0","character varying(2)",False,"代理サブコード",7
"m_agency_company_hist","卸マスター_履歴","ws_wholesale_cd","0","character varying(2)",False,"JD-NET卸サブコード(実消化)",8
"m_agency_company_hist","卸マスター_履歴","ws_order_cd","0","character varying(2)",False,"JD-NET卸サブコード(受発注)",9
"m_agency_company_hist","卸マスター_履歴","ws_sale_cd","0","character varying(2)",False,"JD-NET卸サブコード(仕切書)",10
"m_agency_company_hist","卸マスター_履歴","ws_nhi_cd","0","character varying(3)",False,"NHI卸コード",11
"m_agency_company_hist","卸マスター_履歴","ws_nhi_sub_cd","0","character varying(2)",False,"NHI卸サブコード",12
"m_agency_company_hist","卸マスター_履歴","zip_cd","0","character varying(8)",False,"郵便番号",13
"m_agency_company_hist","卸マスター_履歴","addr01","0","character varying(10)",False,"住所１",14
"m_agency_company_hist","卸マスター_履歴","addr02","0","character varying(20)",False,"住所２",15
"m_agency_company_hist","卸マスター_履歴","addr03","0","character varying(40)",False,"住所３",16
"m_agency_company_hist","卸マスター_履歴","tel","0","character varying(16)",False,"電話番号",17
"m_agency_company_hist","卸マスター_履歴","fax","0","character varying(16)",False,"FAX番号",18
"m_agency_company_hist","卸マスター_履歴","ag_clm_cd","0","character varying(32)",False,"卸コード（請求）",19
"m_agency_company_hist","卸マスター_履歴","bill_flg","0","boolean",True,"請求先ＦＬＧ",20
"m_agency_company_hist","卸マスター_履歴","sales_send_flg","0","boolean",True,"仕切書送信ＦＬＧ",21
"m_agency_company_hist","卸マスター_履歴","notes","0","character varying(100)",False,"備考",22
"m_agency_company_hist","卸マスター_履歴","del_flg","0","boolean",True,"削除フラグ",23
"m_agency_company_hist","卸マスター_履歴","reg_usr","0","character varying(16)",True,"登録者コード",24
"m_agency_company_hist","卸マスター_履歴","reg_dt","0","timestamp without time zone",True,"登録日",25
"m_agency_company_hist","卸マスター_履歴","upd_usr","0","character varying(16)",True,"更新者コード",26
"m_agency_company_hist","卸マスター_履歴","upd_dt","0","timestamp without time zone",True,"更新日",27
"m_agency_company_hist","卸マスター_履歴","jdorder_flg","0","boolean",True,"JD-NET受注フラグ",28
"m_agency_company_hist","卸マスター_履歴","inv_format","0","character varying(7)",True,"仕切書形式",29
"m_agency_company_hist","卸マスター_履歴","ar_tax_kb","0","integer",False,"売掛税区分",30
"m_agency_company_hist","卸マスター_履歴","ar_tax_fraction_kb","0","integer",False,"売掛税端数区分",31
"m_agency_company_hist","卸マスター_履歴","cutoff_date","0","integer",False,"締日区分",32
"m_agency_company_hist","卸マスター_履歴","bill_print_kb","0","integer",False,"請求書印刷区分",33
"m_agency_company_hist","卸マスター_履歴","payment_month","0","integer",False,"入金予定月区分",34
"m_agency_company_hist","卸マスター_履歴","payment_day","0","integer",False,"入金予定日区分",35
"m_agency_company_hist","卸マスター_履歴","payment_tax_fraction_kb","0","integer",False,"入金額端数区分",36
"m_agency_company_hist","卸マスター_履歴","yobi_kb_1","0","integer",False,"予備区分１",37
"m_agency_company_hist","卸マスター_履歴","yobi_kb_2","0","integer",False,"予備区分２",38
"m_agency_company_hist","卸マスター_履歴","yobi_kb_3","0","integer",False,"予備区分３",39
"m_agency_company_hist","卸マスター_履歴","yobi_kb_4","0","integer",False,"予備区分４",40
"m_agency_company_hist","卸マスター_履歴","yobi_kb_5","0","integer",False,"予備区分５",41
"m_agency_company_hist","卸マスター_履歴","yobi_1","0","character varying(100)",False,"予備１",42
"m_agency_company_hist","卸マスター_履歴","yobi_2","0","character varying(100)",False,"予備２",43
"m_agency_company_hist","卸マスター_履歴","yobi_3","0","character varying(100)",False,"予備３",44
"m_agency_company_hist","卸マスター_履歴","yobi_4","0","character varying(100)",False,"予備４",45
"m_agency_company_hist","卸マスター_履歴","yobi_5","0","character varying(100)",False,"予備５",46
"m_agency_customer_link","卸納入先コード変換マスター","seq","1","bigint",True,"連番",1
"m_agency_customer_link","卸納入先コード変換マスター","agency_link_key","0","bigint",False,"親キー",2
"m_agency_customer_link","卸納入先コード変換マスター","start_dt","0","character varying(8)",False,"開始日",3
"m_agency_customer_link","卸納入先コード変換マスター","end_dt","0","character varying(8)",False,"終了日",4
"m_agency_customer_link","卸納入先コード変換マスター","delivery_cd","0","character varying(32)",False,"施設コード",5
"m_agency_customer_link","卸納入先コード変換マスター","ws_cust_cd","0","character varying(32)",False,"EDI卸納入先コード",6
"m_agency_customer_link","卸納入先コード変換マスター","udt_usr","0","character varying(50)",False,"更新者コード",7
"m_agency_customer_link","卸納入先コード変換マスター","udt_dt","0","timestamp(6) without time zone",False,"更新日時",8
"m_agency_customer_link","卸納入先コード変換マスター","input_id","0","bigint",False,"入力履歴ID",9
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","hist_id","1","bigint",True,"履歴ID",1
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","hist_kbn","0","integer",False,"履歴区分",2
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","seq","0","bigint",True,"連番",3
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","agency_link_key","0","bigint",False,"親キー",4
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","start_dt","0","character varying(8)",False,"開始日",5
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","end_dt","0","character varying(8)",False,"終了日",6
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","delivery_cd","0","character varying(32)",False,"施設コード",7
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","ws_cust_cd","0","character varying(32)",False,"EDI卸納入先コード",8
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","udt_usr","0","character varying(50)",False,"更新者コード",9
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","udt_dt","0","timestamp(6) without time zone",False,"更新日時",10
"m_agency_customer_link_hist","卸納入先コード変換マスター_履歴","input_id","0","bigint",False,"入力履歴ID",11
"m_agency_depot_link","卸デポコード変換マスター","seq","1","bigint",True,"連番",1
"m_agency_depot_link","卸デポコード変換マスター","agency_link_key","0","bigint",False,"親キー",2
"m_agency_depot_link","卸デポコード変換マスター","start_dt","0","character varying(8)",False,"開始日",3
"m_agency_depot_link","卸デポコード変換マスター","end_dt","0","character varying(8)",False,"終了日",4
"m_agency_depot_link","卸デポコード変換マスター","ag_post_cd","0","character varying(32)",False,"卸部署コード",5
"m_agency_depot_link","卸デポコード変換マスター","ws_depot_cd","0","character varying(32)",False,"EDI卸デポコード",6
"m_agency_depot_link","卸デポコード変換マスター","sending_ws_sub_cd","0","character varying(32)",False,"送信時EDIサブコード",7
"m_agency_depot_link","卸デポコード変換マスター","send_only_flg","0","integer",False,"送信専用フラグ",8
"m_agency_depot_link","卸デポコード変換マスター","udt_usr","0","character varying(50)",False,"更新者コード",9
"m_agency_depot_link","卸デポコード変換マスター","udt_dt","0","timestamp(6) without time zone",False,"更新日時",10
"m_agency_depot_link","卸デポコード変換マスター","input_id","0","bigint",False,"入力履歴ID",11
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","hist_id","1","bigint",True,"履歴ID",1
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","hist_kbn","0","integer",False,"履歴区分",2
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","seq","0","bigint",True,"連番",3
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","agency_link_key","0","bigint",False,"親キー",4
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","start_dt","0","character varying(8)",False,"開始日",5
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","end_dt","0","character varying(8)",False,"終了日",6
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","ag_post_cd","0","character varying(32)",False,"卸部署コード",7
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","ws_depot_cd","0","character varying(32)",False,"EDI卸デポコード",8
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","sending_ws_sub_cd","0","character varying(32)",False,"送信時EDIサブコード",9
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","send_only_flg","0","integer",False,"送信専用フラグ",10
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","udt_usr","0","character varying(50)",False,"更新者コード",11
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","udt_dt","0","timestamp(6) without time zone",False,"更新日時",12
"m_agency_depot_link_hist","卸デポコード変換マスター_履歴","input_id","0","bigint",False,"入力履歴ID",13
"m_agency_link","卸コード変換マスター","seq","1","bigint",True,"連番",1
"m_agency_link","卸コード変換マスター","ag_cd","0","character varying(32)",False,"卸コード",2
"m_agency_link","卸コード変換マスター","ag_nm","0","character varying(100)",False,"卸名称",3
"m_agency_link","卸コード変換マスター","ws_cd_jd","0","character varying(32)",False,"JD-NET卸コード",4
"m_agency_link","卸コード変換マスター","ws_cd_nhi","0","character varying(32)",False,"NHI-NET卸コード",5
"m_agency_link","卸コード変換マスター","ws_cd_planet","0","character varying(32)",False,"PLANET卸コード",6
"m_agency_link","卸コード変換マスター","ws_cd_edi_1","0","character varying(32)",False,"EDI卸コード１",7
"m_agency_link","卸コード変換マスター","ws_cd_edi_2","0","character varying(32)",False,"EDI卸コード２",8
"m_agency_link","卸コード変換マスター","ws_cd_edi_3","0","character varying(32)",False,"EDI卸コード３",9
"m_agency_link","卸コード変換マスター","ws_cd_edi_4","0","character varying(32)",False,"EDI卸コード４",10
"m_agency_link","卸コード変換マスター","ws_cd_edi_5","0","character varying(32)",False,"EDI卸コード５",11
"m_agency_link","卸コード変換マスター","ws_cd_edi_6","0","character varying(32)",False,"EDI卸コード６",12
"m_agency_link","卸コード変換マスター","ws_cd_edi_7","0","character varying(32)",False,"EDI卸コード７",13
"m_agency_link","卸コード変換マスター","ws_cd_edi_8","0","character varying(32)",False,"EDI卸コード８",14
"m_agency_link","卸コード変換マスター","ws_cd_edi_9","0","character varying(32)",False,"EDI卸コード９",15
"m_agency_link","卸コード変換マスター","udt_usr","0","character varying(50)",False,"更新者コード",16
"m_agency_link","卸コード変換マスター","udt_dt","0","timestamp(6) without time zone",False,"更新日時",17
"m_agency_link","卸コード変換マスター","input_id","0","bigint",False,"入力履歴ID",18
"m_agency_link_hist","卸コード変換マスター_履歴","hist_id","1","bigint",True,"履歴ID",1
"m_agency_link_hist","卸コード変換マスター_履歴","hist_kbn","0","integer",False,"履歴区分",2
"m_agency_link_hist","卸コード変換マスター_履歴","seq","0","bigint",True,"連番",3
"m_agency_link_hist","卸コード変換マスター_履歴","ag_cd","0","character varying(32)",False,"卸コード",4
"m_agency_link_hist","卸コード変換マスター_履歴","ag_nm","0","character varying(100)",False,"卸名称",5
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_jd","0","character varying(32)",False,"JD-NET卸コード",6
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_nhi","0","character varying(32)",False,"NHI-NET卸コード",7
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_planet","0","character varying(32)",False,"PLANET卸コード",8
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_1","0","character varying(32)",False,"EDI卸コード１",9
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_2","0","character varying(32)",False,"EDI卸コード２",10
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_3","0","character varying(32)",False,"EDI卸コード３",11
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_4","0","character varying(32)",False,"EDI卸コード４",12
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_5","0","character varying(32)",False,"EDI卸コード５",13
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_6","0","character varying(32)",False,"EDI卸コード６",14
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_7","0","character varying(32)",False,"EDI卸コード７",15
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_8","0","character varying(32)",False,"EDI卸コード８",16
"m_agency_link_hist","卸コード変換マスター_履歴","ws_cd_edi_9","0","character varying(32)",False,"EDI卸コード９",17
"m_agency_link_hist","卸コード変換マスター_履歴","udt_usr","0","character varying(50)",False,"更新者コード",18
"m_agency_link_hist","卸コード変換マスター_履歴","udt_dt","0","timestamp(6) without time zone",False,"更新日時",19
"m_agency_link_hist","卸コード変換マスター_履歴","input_id","0","bigint",False,"入力履歴ID",20
"m_agency_link_sub","卸コード変換サブマスター","seq","1","bigint",True,"連番",1
"m_agency_link_sub","卸コード変換サブマスター","agency_link_key","0","bigint",False,"親キー",2
"m_agency_link_sub","卸コード変換サブマスター","edi_type","0","integer",False,"EDI区分",3
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_01","0","character varying(32)",False,"EDIサブコード１",4
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_02","0","character varying(32)",False,"EDIサブコード２",5
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_03","0","character varying(32)",False,"EDIサブコード３",6
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_04","0","character varying(32)",False,"EDIサブコード４",7
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_05","0","character varying(32)",False,"EDIサブコード５",8
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_06","0","character varying(32)",False,"EDIサブコード６",9
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_07","0","character varying(32)",False,"EDIサブコード７",10
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_08","0","character varying(32)",False,"EDIサブコード８",11
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_09","0","character varying(32)",False,"EDIサブコード９",12
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_10","0","character varying(32)",False,"EDIサブコード１０",13
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_11","0","character varying(32)",False,"EDIサブコード１１",14
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_12","0","character varying(32)",False,"EDIサブコード１２",15
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_13","0","character varying(32)",False,"EDIサブコード１３",16
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_14","0","character varying(32)",False,"EDIサブコード１４",17
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_15","0","character varying(32)",False,"EDIサブコード１５",18
"m_agency_link_sub","卸コード変換サブマスター","ws_sub_cd_16","0","character varying(32)",False,"EDIサブコード１６",19
